ip,asn,isp,country
111.33.78.99,AS9808,China Mobile Communications Corporation,CN
111.34.17.94,AS9808,China Mobile Communications Corporation,CN
111.35.36.48,AS9808,China Mobile Communications Corporation,CN
111.36.152.14,AS9808,China Mobile Communications Corporation,CN
111.38.136.211,AS9808,China Mobile Communications Corporation,CN
111.4.78.74,AS9808,China Mobile Communications Corporation,CN
111.42.132.19,AS9808,China Mobile Communications Corporation,CN
111.46.77.2,AS9808,China Mobile Communications Corporation,CN
111.48.77.157,AS9808,China Mobile Communications Corporation,CN
111.50.143.78,AS9808,China Mobile Communications Corporation,CN
111.50.70.34,AS9808,China Mobile Communications Corporation,CN
111.53.147.80,AS9808,China Mobile Communications Corporation,CN
111.55.204.114,AS9808,China Mobile Communications Corporation,CN
111.56.44.197,AS9808,China Mobile Communications Corporation,CN
111.57.17.169,AS9808,China Mobile Communications Corporation,CN
111.57.17.171,AS9808,China Mobile Communications Corporation,CN
111.57.17.172,AS9808,China Mobile Communications Corporation,CN
111.59.125.171,AS9808,China Mobile Communications Corporation,CN
111.59.18.112,AS9808,China Mobile Communications Corporation,CN
111.59.206.224,AS9808,China Mobile Communications Corporation,CN
111.61.117.119,AS9808,China Mobile Communications Corporation,CN
111.61.117.120,AS9808,China Mobile Communications Corporation,CN
111.61.175.117,AS9808,China Mobile Communications Corporation,CN
111.61.176.243,AS9808,China Mobile Communications Corporation,CN
111.61.177.187,AS9808,China Mobile Communications Corporation,CN
111.61.177.3,AS9808,China Mobile Communications Corporation,CN
111.61.87.152,AS9808,China Mobile Communications Corporation,CN
111.61.97.108,AS9808,China Mobile Communications Corporation,CN
111.62.173.90,AS9808,China Mobile Communications Corporation,CN
111.68.107.91,AS45773,PERN, IP Allocation,PK
111.68.98.152,AS45773,PERN, IP Allocation,PK
111.70.1.159,,Mobile Business Group,TW
111.70.13.54,,Mobile Business Group,TW
111.70.14.135,,Mobile Business Group,TW
111.70.22.154,,Mobile Business Group,TW
111.70.23.236,,Mobile Business Group,TW
111.70.25.161,,Mobile Business Group,TW
111.70.28.243,,Mobile Business Group,TW
111.70.32.207,,Mobile Business Group,TW
111.70.32.51,,Mobile Business Group,TW
111.70.32.6,,Mobile Business Group,TW
111.70.32.7,,Mobile Business Group,TW
111.70.38.53,,Mobile Business Group,TW
111.70.43.168,,Mobile Business Group,TW
111.70.49.180,,Mobile Business Group,TW
111.70.9.87,,Mobile Business Group,TW
111.9.22.102,AS9808,China Mobile Communications Corporation,CN
112.118.57.75,AS4760,Hong Kong Telecommunications (HKT) Limited Mass Internet,HK
112.120.171.95,AS4760,Hong Kong Telecommunications (HKT) Limited Mass Internet,HK
112.124.1.210,AS37963,Aliyun Computing Co., LTD,CN
112.124.105.254,AS37963,Aliyun Computing Co., LTD,CN
112.124.106.4,AS37963,Aliyun Computing Co., LTD,CN
112.126.62.31,AS37963,Aliyun Computing Co., LTD,CN
112.132.249.164,AS4837,Anhui WLAN IPPOOL,CN
112.161.26.125,,,
112.161.42.97,,,
112.162.111.205,,,
112.162.18.150,,,
112.164.20.69,,,
112.19.161.224,AS9808,China Mobile Communications Corporation,CN
112.196.70.142,AS17917,Chandigarh,IN
112.209.12.13,AS9299,HOME_DSL,PH
112.210.146.168,,,
112.216.108.62,,LG DACOM Corporation,KR
112.216.120.67,,LG DACOM Corporation,KR
112.217.188.122,,LG DACOM Corporation,KR
112.217.199.222,,LG DACOM Corporation,KR
112.221.175.214,,LG DACOM Corporation,KR
112.25.140.211,AS9808,China Mobile Communications Corporation,CN
112.254.142.237,AS4837,China Unicom Shandong province network,CN
112.26.101.76,AS9808,China Mobile Communications Corporation,CN
112.26.74.90,AS9808,China Mobile Communications Corporation,CN
112.26.99.93,AS9808,China Mobile Communications Corporation,CN
112.27.230.157,AS9808,China Mobile Communications Corporation,CN
112.27.38.203,AS9808,China Mobile Communications Corporation,CN
112.28.153.193,AS9808,China Mobile Communications Corporation,CN
112.28.73.142,AS9808,China Mobile Communications Corporation,CN
112.28.89.134,AS9808,China Mobile Communications Corporation,CN
112.30.127.9,AS9808,China Mobile Communications Corporation,CN
112.30.7.45,AS9808,China Mobile Communications Corporation,CN
112.31.109.13,AS9808,China Mobile Communications Corporation,CN
112.31.93.229,AS9808,China Mobile Communications Corporation,CN
112.46.138.214,AS9808,China Mobile Communications Corporation,CN
112.49.217.205,AS9808,China Mobile Communications Corporation,CN
112.51.122.178,AS9808,China Mobile Communications Corporation,CN
112.54.172.45,AS9808,China Mobile Communications Corporation,CN
112.6.11.184,AS9808,China Mobile Communications Corporation,CN
112.6.127.244,AS9808,China Mobile Communications Corporation,CN
112.6.209.165,AS9808,China Mobile Communications Corporation,CN
112.6.227.209,AS9808,China Mobile Communications Corporation,CN
112.78.1.94,AS45538,ODS Joint Stock Company,VN
112.78.10.55,AS45538,ODS Joint Stock Company,VN
112.78.37.203,AS55666,PT Media Sarana Data,ID
112.86.146.178,AS4837,China Unicom Jiangsu province network,CN
112.97.202.91,AS134543,China Unicom Guangdong province network,CN
113.102.166.54,,CHINANET Guangdong province network,CN
113.108.144.34,,CHINANET Guangdong province network,CN
113.108.88.121,,CHINANET Guangdong province network,CN
113.110.246.70,,CHINANET Guangdong province network,CN
113.116.32.223,,CHINANET Guangdong province network,CN
113.116.32.97,,CHINANET Guangdong province network,CN
113.118.134.141,,CHINANET Guangdong province network,CN
113.125.165.132,,CHINANET SHANDONG PROVINCE NETWORK,CN
113.128.214.31,,CHINANET SHANDONG PROVINCE NETWORK,CN
113.140.95.2,,CHINANET SHAANXI PROVINCE NETWORK,CN
113.140.95.250,,CHINANET SHAANXI PROVINCE NETWORK,CN
113.141.171.139,,CHINANET SHAANXI PROVINCE NETWORK,CN
113.158.205.225,,KDDI CORPORATION,JP
113.161.39.122,AS45899,Vietnam Posts and Telecommunications Group,VN
113.161.48.109,AS45899,Vietnam Posts and Telecommunications Group,VN
113.164.66.10,AS45899,Vietnam Posts and Telecommunications Group,VN
113.172.100.122,AS7643,Vietnam Posts and Telecommunications Group,VN
113.185.46.207,AS45899,Vietnam Posts and Telecommunications Group,VN
113.193.234.210,AS45528,Tikona Infinet Ltd.,IN
113.199.242.249,AS23752,Nepal Telecommunications Corporation,NP
113.200.216.246,AS4837,China Unicom Shannxi Province Network,CN
113.212.69.0,,PT Data Utama Dinamika,ID
113.212.69.1,,PT Data Utama Dinamika,ID
113.212.69.10,,PT Data Utama Dinamika,ID
113.212.69.100,,PT Data Utama Dinamika,ID
113.212.69.101,,PT Data Utama Dinamika,ID
113.212.69.102,,PT Data Utama Dinamika,ID
113.212.69.103,,PT Data Utama Dinamika,ID
113.212.69.104,,PT Data Utama Dinamika,ID
113.212.69.105,,PT Data Utama Dinamika,ID
113.212.69.106,,PT Data Utama Dinamika,ID
113.212.69.107,,PT Data Utama Dinamika,ID
113.212.69.108,,PT Data Utama Dinamika,ID
113.212.69.109,,PT Data Utama Dinamika,ID
113.212.69.11,,PT Data Utama Dinamika,ID
113.212.69.110,,PT Data Utama Dinamika,ID
113.212.69.111,,PT Data Utama Dinamika,ID
113.212.69.112,,PT Data Utama Dinamika,ID
113.212.69.113,,PT Data Utama Dinamika,ID
113.212.69.114,,PT Data Utama Dinamika,ID
113.212.69.115,,PT Data Utama Dinamika,ID
113.212.69.116,,PT Data Utama Dinamika,ID
113.212.69.117,,,
113.212.69.118,,PT Data Utama Dinamika,ID
113.212.69.119,,PT Data Utama Dinamika,ID
113.212.69.12,,PT Data Utama Dinamika,ID
113.212.69.120,,PT Data Utama Dinamika,ID
113.212.69.121,,PT Data Utama Dinamika,ID
113.212.69.122,,PT Data Utama Dinamika,ID
113.212.69.123,,PT Data Utama Dinamika,ID
113.212.69.124,,PT Data Utama Dinamika,ID
113.212.69.125,,PT Data Utama Dinamika,ID
113.212.69.126,,PT Data Utama Dinamika,ID
113.212.69.127,,PT Data Utama Dinamika,ID
113.212.69.128,,PT Data Utama Dinamika,ID
113.212.69.129,,PT Data Utama Dinamika,ID
113.212.69.13,,PT Data Utama Dinamika,ID
113.212.69.130,,PT Data Utama Dinamika,ID
113.212.69.131,,PT Data Utama Dinamika,ID
113.212.69.132,,PT Data Utama Dinamika,ID
113.212.69.133,,PT Data Utama Dinamika,ID
113.212.69.134,,PT Data Utama Dinamika,ID
113.212.69.135,,PT Data Utama Dinamika,ID
113.212.69.136,,PT Data Utama Dinamika,ID
113.212.69.137,,PT Data Utama Dinamika,ID
113.212.69.138,,PT Data Utama Dinamika,ID
113.212.69.139,,PT Data Utama Dinamika,ID
113.212.69.14,,PT Data Utama Dinamika,ID
113.212.69.140,,PT Data Utama Dinamika,ID
113.212.69.141,,PT Data Utama Dinamika,ID
113.212.69.142,,PT Data Utama Dinamika,ID
113.212.69.143,,PT Data Utama Dinamika,ID
113.212.69.144,,PT Data Utama Dinamika,ID
113.212.69.145,,PT Data Utama Dinamika,ID
113.212.69.146,,PT Data Utama Dinamika,ID
113.212.69.147,,PT Data Utama Dinamika,ID
113.212.69.148,,PT Data Utama Dinamika,ID
113.212.69.149,,PT Data Utama Dinamika,ID
113.212.69.15,,PT Data Utama Dinamika,ID
113.212.69.150,,PT Data Utama Dinamika,ID
113.212.69.151,,PT Data Utama Dinamika,ID
113.212.69.152,,PT Data Utama Dinamika,ID
113.212.69.153,,PT Data Utama Dinamika,ID
113.212.69.154,,PT Data Utama Dinamika,ID
113.212.69.155,,PT Data Utama Dinamika,ID
113.212.69.156,,PT Data Utama Dinamika,ID
113.212.69.157,,PT Data Utama Dinamika,ID
113.212.69.158,,PT Data Utama Dinamika,ID
113.212.69.159,,PT Data Utama Dinamika,ID
113.212.69.16,,PT Data Utama Dinamika,ID
113.212.69.160,,PT Data Utama Dinamika,ID
113.212.69.161,,PT Data Utama Dinamika,ID
113.212.69.162,,PT Data Utama Dinamika,ID
113.212.69.163,,PT Data Utama Dinamika,ID
113.212.69.164,,PT Data Utama Dinamika,ID
113.212.69.165,,PT Data Utama Dinamika,ID
113.212.69.166,,PT Data Utama Dinamika,ID
113.212.69.167,,PT Data Utama Dinamika,ID
113.212.69.168,,PT Data Utama Dinamika,ID
113.212.69.169,,PT Data Utama Dinamika,ID
113.212.69.17,,PT Data Utama Dinamika,ID
113.212.69.170,,PT Data Utama Dinamika,ID
113.212.69.171,,PT Data Utama Dinamika,ID
113.212.69.172,,PT Data Utama Dinamika,ID
113.212.69.173,,PT Data Utama Dinamika,ID
113.212.69.174,,PT Data Utama Dinamika,ID
113.212.69.175,,PT Data Utama Dinamika,ID
113.212.69.176,,PT Data Utama Dinamika,ID
113.212.69.177,,PT Data Utama Dinamika,ID
113.212.69.178,,PT Data Utama Dinamika,ID
113.212.69.179,,PT Data Utama Dinamika,ID
113.212.69.18,,PT Data Utama Dinamika,ID
113.212.69.180,,PT Data Utama Dinamika,ID
113.212.69.181,,PT Data Utama Dinamika,ID
113.212.69.182,,PT Data Utama Dinamika,ID
113.212.69.183,,PT Data Utama Dinamika,ID
113.212.69.184,,PT Data Utama Dinamika,ID
113.212.69.185,,PT Data Utama Dinamika,ID
113.212.69.186,,PT Data Utama Dinamika,ID
113.212.69.187,,PT Data Utama Dinamika,ID
113.212.69.188,,PT Data Utama Dinamika,ID
113.212.69.189,,PT Data Utama Dinamika,ID
113.212.69.19,,PT Data Utama Dinamika,ID
113.212.69.190,,PT Data Utama Dinamika,ID
113.212.69.191,,PT Data Utama Dinamika,ID
113.212.69.192,,PT Data Utama Dinamika,ID
113.212.69.193,,PT Data Utama Dinamika,ID
113.212.69.194,,PT Data Utama Dinamika,ID
113.212.69.195,,PT Data Utama Dinamika,ID
113.212.69.196,,PT Data Utama Dinamika,ID
113.212.69.197,,PT Data Utama Dinamika,ID
113.212.69.198,,,
113.212.69.199,,PT Data Utama Dinamika,ID
113.212.69.2,,PT Data Utama Dinamika,ID
113.212.69.20,,PT Data Utama Dinamika,ID
113.212.69.200,,PT Data Utama Dinamika,ID
113.212.69.201,,PT Data Utama Dinamika,ID
113.212.69.202,,PT Data Utama Dinamika,ID
113.212.69.203,,PT Data Utama Dinamika,ID
113.212.69.204,,PT Data Utama Dinamika,ID
113.212.69.205,,PT Data Utama Dinamika,ID
113.212.69.206,,PT Data Utama Dinamika,ID
113.212.69.207,,PT Data Utama Dinamika,ID
113.212.69.208,,PT Data Utama Dinamika,ID
113.212.69.209,,PT Data Utama Dinamika,ID
113.212.69.21,,PT Data Utama Dinamika,ID
113.212.69.210,,PT Data Utama Dinamika,ID
113.212.69.211,,PT Data Utama Dinamika,ID
113.212.69.212,,PT Data Utama Dinamika,ID
113.212.69.213,,PT Data Utama Dinamika,ID
113.212.69.214,,PT Data Utama Dinamika,ID
113.212.69.215,,PT Data Utama Dinamika,ID
113.212.69.216,,PT Data Utama Dinamika,ID
113.212.69.217,,PT Data Utama Dinamika,ID
113.212.69.218,,PT Data Utama Dinamika,ID
113.212.69.219,,PT Data Utama Dinamika,ID
113.212.69.22,,PT Data Utama Dinamika,ID
113.212.69.220,,PT Data Utama Dinamika,ID
113.212.69.221,,PT Data Utama Dinamika,ID
113.212.69.222,,PT Data Utama Dinamika,ID
113.212.69.223,,PT Data Utama Dinamika,ID
113.212.69.224,,PT Data Utama Dinamika,ID
113.212.69.225,,PT Data Utama Dinamika,ID
113.212.69.226,,PT Data Utama Dinamika,ID
113.212.69.227,,PT Data Utama Dinamika,ID
113.212.69.228,,PT Data Utama Dinamika,ID
113.212.69.229,,PT Data Utama Dinamika,ID
113.212.69.23,,PT Data Utama Dinamika,ID
113.212.69.230,,PT Data Utama Dinamika,ID
113.212.69.231,,PT Data Utama Dinamika,ID
113.212.69.232,,PT Data Utama Dinamika,ID
113.212.69.233,,PT Data Utama Dinamika,ID
113.212.69.234,,PT Data Utama Dinamika,ID
113.212.69.235,,PT Data Utama Dinamika,ID
113.212.69.236,,PT Data Utama Dinamika,ID
113.212.69.237,,PT Data Utama Dinamika,ID
113.212.69.238,,PT Data Utama Dinamika,ID
113.212.69.239,,PT Data Utama Dinamika,ID
113.212.69.24,,PT Data Utama Dinamika,ID
113.212.69.240,,PT Data Utama Dinamika,ID
113.212.69.241,,PT Data Utama Dinamika,ID
113.212.69.242,,PT Data Utama Dinamika,ID
113.212.69.243,,PT Data Utama Dinamika,ID
113.212.69.244,,PT Data Utama Dinamika,ID
113.212.69.245,,PT Data Utama Dinamika,ID
113.212.69.246,,PT Data Utama Dinamika,ID
113.212.69.247,,PT Data Utama Dinamika,ID
113.212.69.248,,PT Data Utama Dinamika,ID
113.212.69.249,,PT Data Utama Dinamika,ID
113.212.69.25,,PT Data Utama Dinamika,ID
113.212.69.250,,PT Data Utama Dinamika,ID
113.212.69.251,,PT Data Utama Dinamika,ID
113.212.69.252,,PT Data Utama Dinamika,ID
113.212.69.253,,PT Data Utama Dinamika,ID
113.212.69.254,,PT Data Utama Dinamika,ID
113.212.69.255,,PT Data Utama Dinamika,ID
113.212.69.26,,PT Data Utama Dinamika,ID
113.212.69.27,,PT Data Utama Dinamika,ID
113.212.69.28,,PT Data Utama Dinamika,ID
113.212.69.29,,PT Data Utama Dinamika,ID
113.212.69.3,,PT Data Utama Dinamika,ID
113.212.69.30,,PT Data Utama Dinamika,ID
113.212.69.31,,PT Data Utama Dinamika,ID
113.212.69.32,,PT Data Utama Dinamika,ID
113.212.69.33,,PT Data Utama Dinamika,ID
113.212.69.34,,PT Data Utama Dinamika,ID
113.212.69.35,,PT Data Utama Dinamika,ID
113.212.69.36,,PT Data Utama Dinamika,ID
113.212.69.37,,PT Data Utama Dinamika,ID
113.212.69.38,,PT Data Utama Dinamika,ID
113.212.69.39,,PT Data Utama Dinamika,ID
113.212.69.4,,PT Data Utama Dinamika,ID
113.212.69.40,,PT Data Utama Dinamika,ID
113.212.69.41,,PT Data Utama Dinamika,ID
113.212.69.42,,PT Data Utama Dinamika,ID
113.212.69.43,,PT Data Utama Dinamika,ID
113.212.69.44,,PT Data Utama Dinamika,ID
113.212.69.45,,PT Data Utama Dinamika,ID
113.212.69.46,,PT Data Utama Dinamika,ID
113.212.69.47,,PT Data Utama Dinamika,ID
113.212.69.48,,PT Data Utama Dinamika,ID
113.212.69.49,,PT Data Utama Dinamika,ID
113.212.69.5,,PT Data Utama Dinamika,ID
113.212.69.50,,PT Data Utama Dinamika,ID
113.212.69.51,,PT Data Utama Dinamika,ID
113.212.69.52,,PT Data Utama Dinamika,ID
113.212.69.53,,PT Data Utama Dinamika,ID
113.212.69.54,,PT Data Utama Dinamika,ID
113.212.69.55,,PT Data Utama Dinamika,ID
113.212.69.56,,PT Data Utama Dinamika,ID
113.212.69.57,,PT Data Utama Dinamika,ID
113.212.69.58,,PT Data Utama Dinamika,ID
113.212.69.59,,PT Data Utama Dinamika,ID
113.212.69.6,,PT Data Utama Dinamika,ID
113.212.69.60,,PT Data Utama Dinamika,ID
113.212.69.61,,PT Data Utama Dinamika,ID
113.212.69.62,,PT Data Utama Dinamika,ID
113.212.69.63,,PT Data Utama Dinamika,ID
113.212.69.64,,PT Data Utama Dinamika,ID
113.212.69.65,,PT Data Utama Dinamika,ID
113.212.69.66,,PT Data Utama Dinamika,ID
113.212.69.67,,PT Data Utama Dinamika,ID
113.212.69.68,,PT Data Utama Dinamika,ID
113.212.69.69,,PT Data Utama Dinamika,ID
113.212.69.7,,PT Data Utama Dinamika,ID
113.212.69.70,,PT Data Utama Dinamika,ID
113.212.69.71,,PT Data Utama Dinamika,ID
113.212.69.72,,PT Data Utama Dinamika,ID
113.212.69.73,,PT Data Utama Dinamika,ID
113.212.69.74,,PT Data Utama Dinamika,ID
113.212.69.75,,PT Data Utama Dinamika,ID
113.212.69.76,,PT Data Utama Dinamika,ID
113.212.69.77,,PT Data Utama Dinamika,ID
113.212.69.78,,PT Data Utama Dinamika,ID
113.212.69.79,,PT Data Utama Dinamika,ID
113.212.69.8,,PT Data Utama Dinamika,ID
113.212.69.80,,PT Data Utama Dinamika,ID
113.212.69.81,,PT Data Utama Dinamika,ID
113.212.69.82,,PT Data Utama Dinamika,ID
113.212.69.83,,PT Data Utama Dinamika,ID
113.212.69.84,,PT Data Utama Dinamika,ID
113.212.69.85,,PT Data Utama Dinamika,ID
113.212.69.86,,PT Data Utama Dinamika,ID
113.212.69.87,,PT Data Utama Dinamika,ID
113.212.69.88,,PT Data Utama Dinamika,ID
113.212.69.89,,PT Data Utama Dinamika,ID
113.212.69.9,,PT Data Utama Dinamika,ID
113.212.69.90,,PT Data Utama Dinamika,ID
113.212.69.91,,PT Data Utama Dinamika,ID
113.212.69.92,,PT Data Utama Dinamika,ID
113.212.69.93,,PT Data Utama Dinamika,ID
113.212.69.94,,PT Data Utama Dinamika,ID
113.212.69.95,,PT Data Utama Dinamika,ID
113.212.69.96,,PT Data Utama Dinamika,ID
113.212.69.97,,PT Data Utama Dinamika,ID
113.212.69.98,,PT Data Utama Dinamika,ID
113.212.69.99,,PT Data Utama Dinamika,ID
113.212.70.0,,PT Data Utama Dinamika,ID
113.212.70.1,,PT Data Utama Dinamika,ID
113.212.70.10,,PT Data Utama Dinamika,ID
113.212.70.100,,PT Data Utama Dinamika,ID
113.212.70.101,,PT Data Utama Dinamika,ID
113.212.70.102,,PT Data Utama Dinamika,ID
113.212.70.103,,PT Data Utama Dinamika,ID
113.212.70.104,,PT Data Utama Dinamika,ID
113.212.70.105,,PT Data Utama Dinamika,ID
113.212.70.106,,PT Data Utama Dinamika,ID
113.212.70.107,,PT Data Utama Dinamika,ID
113.212.70.108,,PT Data Utama Dinamika,ID
113.212.70.109,,PT Data Utama Dinamika,ID
113.212.70.11,,PT Data Utama Dinamika,ID
113.212.70.110,,PT Data Utama Dinamika,ID
113.212.70.111,,PT Data Utama Dinamika,ID
113.212.70.112,,PT Data Utama Dinamika,ID
113.212.70.113,,PT Data Utama Dinamika,ID
113.212.70.114,,PT Data Utama Dinamika,ID
113.212.70.115,,PT Data Utama Dinamika,ID
113.212.70.116,,PT Data Utama Dinamika,ID
113.212.70.117,,PT Data Utama Dinamika,ID
113.212.70.118,,PT Data Utama Dinamika,ID
113.212.70.119,,PT Data Utama Dinamika,ID
113.212.70.12,,PT Data Utama Dinamika,ID
113.212.70.120,,PT Data Utama Dinamika,ID
113.212.70.121,,PT Data Utama Dinamika,ID
113.212.70.122,,PT Data Utama Dinamika,ID
113.212.70.123,,PT Data Utama Dinamika,ID
113.212.70.124,,PT Data Utama Dinamika,ID
113.212.70.125,,PT Data Utama Dinamika,ID
113.212.70.126,,PT Data Utama Dinamika,ID
113.212.70.127,,PT Data Utama Dinamika,ID
113.212.70.128,,PT Data Utama Dinamika,ID
113.212.70.129,,PT Data Utama Dinamika,ID
113.212.70.13,,PT Data Utama Dinamika,ID
113.212.70.130,,PT Data Utama Dinamika,ID
113.212.70.131,,PT Data Utama Dinamika,ID
113.212.70.132,,PT Data Utama Dinamika,ID
113.212.70.133,,PT Data Utama Dinamika,ID
113.212.70.134,,PT Data Utama Dinamika,ID
113.212.70.135,,PT Data Utama Dinamika,ID
113.212.70.136,,PT Data Utama Dinamika,ID
113.212.70.137,,PT Data Utama Dinamika,ID
113.212.70.138,,PT Data Utama Dinamika,ID
113.212.70.139,,PT Data Utama Dinamika,ID
113.212.70.14,,PT Data Utama Dinamika,ID
113.212.70.140,,PT Data Utama Dinamika,ID
113.212.70.141,,PT Data Utama Dinamika,ID
113.212.70.142,,PT Data Utama Dinamika,ID
113.212.70.143,,PT Data Utama Dinamika,ID
113.212.70.144,,PT Data Utama Dinamika,ID
113.212.70.145,,PT Data Utama Dinamika,ID
113.212.70.146,,PT Data Utama Dinamika,ID
113.212.70.147,,PT Data Utama Dinamika,ID
113.212.70.148,,PT Data Utama Dinamika,ID
113.212.70.149,,PT Data Utama Dinamika,ID
113.212.70.15,,PT Data Utama Dinamika,ID
113.212.70.150,,PT Data Utama Dinamika,ID
113.212.70.151,,PT Data Utama Dinamika,ID
113.212.70.152,,PT Data Utama Dinamika,ID
113.212.70.153,,PT Data Utama Dinamika,ID
113.212.70.154,,PT Data Utama Dinamika,ID
113.212.70.155,,PT Data Utama Dinamika,ID
113.212.70.156,,PT Data Utama Dinamika,ID
113.212.70.157,,PT Data Utama Dinamika,ID
113.212.70.158,,PT Data Utama Dinamika,ID
113.212.70.159,,PT Data Utama Dinamika,ID
113.212.70.16,,PT Data Utama Dinamika,ID
113.212.70.160,,PT Data Utama Dinamika,ID
113.212.70.161,,PT Data Utama Dinamika,ID
113.212.70.162,,PT Data Utama Dinamika,ID
113.212.70.163,,PT Data Utama Dinamika,ID
113.212.70.164,,PT Data Utama Dinamika,ID
113.212.70.165,,PT Data Utama Dinamika,ID
113.212.70.166,,PT Data Utama Dinamika,ID
113.212.70.167,,PT Data Utama Dinamika,ID
113.212.70.168,,PT Data Utama Dinamika,ID
113.212.70.169,,PT Data Utama Dinamika,ID
113.212.70.17,,PT Data Utama Dinamika,ID
113.212.70.170,,PT Data Utama Dinamika,ID
113.212.70.171,,PT Data Utama Dinamika,ID
113.212.70.172,,PT Data Utama Dinamika,ID
113.212.70.173,,PT Data Utama Dinamika,ID
113.212.70.174,,PT Data Utama Dinamika,ID
113.212.70.175,,PT Data Utama Dinamika,ID
113.212.70.176,,PT Data Utama Dinamika,ID
113.212.70.177,,PT Data Utama Dinamika,ID
113.212.70.178,,PT Data Utama Dinamika,ID
113.212.70.179,,PT Data Utama Dinamika,ID
113.212.70.18,,PT Data Utama Dinamika,ID
113.212.70.180,,PT Data Utama Dinamika,ID
113.212.70.181,,PT Data Utama Dinamika,ID
113.212.70.182,,PT Data Utama Dinamika,ID
113.212.70.183,,PT Data Utama Dinamika,ID
113.212.70.184,,PT Data Utama Dinamika,ID
113.212.70.185,,PT Data Utama Dinamika,ID
113.212.70.186,,PT Data Utama Dinamika,ID
113.212.70.187,,PT Data Utama Dinamika,ID
113.212.70.188,,PT Data Utama Dinamika,ID
113.212.70.189,,PT Data Utama Dinamika,ID
113.212.70.19,,PT Data Utama Dinamika,ID
113.212.70.190,,PT Data Utama Dinamika,ID
113.212.70.191,,PT Data Utama Dinamika,ID
113.212.70.192,,PT Data Utama Dinamika,ID
113.212.70.193,,PT Data Utama Dinamika,ID
113.212.70.194,,PT Data Utama Dinamika,ID
113.212.70.195,,PT Data Utama Dinamika,ID
113.212.70.196,,PT Data Utama Dinamika,ID
113.212.70.197,,PT Data Utama Dinamika,ID
113.212.70.198,,PT Data Utama Dinamika,ID
113.212.70.199,,PT Data Utama Dinamika,ID
113.212.70.2,,PT Data Utama Dinamika,ID
113.212.70.20,,PT Data Utama Dinamika,ID
113.212.70.200,,PT Data Utama Dinamika,ID
113.212.70.201,,PT Data Utama Dinamika,ID
113.212.70.202,,PT Data Utama Dinamika,ID
113.212.70.203,,PT Data Utama Dinamika,ID
113.212.70.204,,PT Data Utama Dinamika,ID
113.212.70.205,,PT Data Utama Dinamika,ID
113.212.70.206,,PT Data Utama Dinamika,ID
113.212.70.207,,PT Data Utama Dinamika,ID
113.212.70.208,,PT Data Utama Dinamika,ID
113.212.70.209,,PT Data Utama Dinamika,ID
113.212.70.21,,PT Data Utama Dinamika,ID
113.212.70.210,,PT Data Utama Dinamika,ID
113.212.70.211,,PT Data Utama Dinamika,ID
113.212.70.212,,PT Data Utama Dinamika,ID
113.212.70.213,,PT Data Utama Dinamika,ID
113.212.70.214,,PT Data Utama Dinamika,ID
113.212.70.215,,PT Data Utama Dinamika,ID
113.212.70.216,,PT Data Utama Dinamika,ID
113.212.70.217,,PT Data Utama Dinamika,ID
113.212.70.218,,PT Data Utama Dinamika,ID
113.212.70.219,,PT Data Utama Dinamika,ID
113.212.70.22,,PT Data Utama Dinamika,ID
113.212.70.220,,PT Data Utama Dinamika,ID
113.212.70.221,,PT Data Utama Dinamika,ID
113.212.70.222,,PT Data Utama Dinamika,ID
113.212.70.223,,PT Data Utama Dinamika,ID
113.212.70.224,,PT Data Utama Dinamika,ID
113.212.70.225,,PT Data Utama Dinamika,ID
113.212.70.226,,PT Data Utama Dinamika,ID
113.212.70.227,,PT Data Utama Dinamika,ID
113.212.70.228,,PT Data Utama Dinamika,ID
113.212.70.229,,PT Data Utama Dinamika,ID
113.212.70.23,,PT Data Utama Dinamika,ID
113.212.70.230,,PT Data Utama Dinamika,ID
113.212.70.231,,PT Data Utama Dinamika,ID
113.212.70.232,,PT Data Utama Dinamika,ID
113.212.70.233,,PT Data Utama Dinamika,ID
113.212.70.234,,PT Data Utama Dinamika,ID
113.212.70.235,,PT Data Utama Dinamika,ID
113.212.70.236,,PT Data Utama Dinamika,ID
113.212.70.237,,PT Data Utama Dinamika,ID
113.212.70.238,,PT Data Utama Dinamika,ID
